"","Q","ResponseId","Response","Text","Category","Domain","Mind"
"5276","T5","R_xg5GqYm3tDgDaDL",4,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5277","T5","R_1n0GYuHHwZaPB51",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5278","T5","R_1eEuug7ktUk0JuP",3,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5279","T5","R_2YVYMQJUivOp38X",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5280","T5","R_R8CytimDtchvXhf",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5281","T5","R_3NWkm9CqFtF0BoU",2,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5282","T5","R_2QXMb6hhf5fXrOF",3,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5283","T5","R_4VdlA9MgSovn4jf",4,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5284","T5","R_2qDGjX4v859aCE9",3,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5285","T5","R_12AnqUZKZZp5lEa",4,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5286","T5","R_vVLO7Ch0MokPPsR",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5287","T5","R_2YQeP3SmtBSCojq",4,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5288","T5","R_1eIuQSgqaVr1ZFY",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5289","T5","R_PLFCD2yNEZfGU4p",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5290","T5","R_20O3A8kFkNb3bVA",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5291","T5","R_1GPpqkxMDm12F4U",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5292","T5","R_Xhr5tV8m655aABb",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5293","T5","R_2atPSh5YgH8rAfE",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5294","T5","R_aXWLzZHTkkoFCnf",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5295","T5","R_12McAyvfNJTJ5NS",4,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5296","T5","R_1PaPYchw4WwzxZ3",4,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5297","T5","R_12mp6S4h3SZexzU",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5298","T5","R_1gOenAPSzxGmbgf",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5299","T5","R_WiBx0n6WhhRhg1b",4,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5300","T5","R_bDVNEfBBl8wQwEx",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5301","T5","R_32RYoMsHuZI5Lt9",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5302","T5","R_Wqg4ccFfOZMbUzf",4,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5303","T5","R_2QEWpGa4Bxglp4g",3,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5304","T5","R_XB5nnPC0jjuCEEh",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5305","T5","R_SOcEyITioN71NGV",4,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5306","T5","R_1N8sLmjrKnSORxa",4,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5307","T5","R_BEYfZymGnW0aXhT",3,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5308","T5","R_2Ui0qPi4gI7qS2T",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5309","T5","R_5yGFJZfTzM3YXZL",4,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5310","T5","R_3fdv7M2mt9Fi1lL",3,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5311","T5","R_1E6dnXqYUoHYVSc",4,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5312","T5","R_2S0jYQ0uQXgycx5",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5313","T5","R_3qxn8xR1Afcmhdl",5,"My mother's name is Mae, who is your mother?","personal, objective","social",""
"5314","T50","R_1gndqwgG0p2iI0M",3,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5315","T50","R_2Ui0qPi4gI7qS2T",5,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5316","T50","R_3qVVgXjkZbLOezA",4,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5317","T50","R_1Q0feh3Wshmoi8k",3,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5318","T50","R_2YQeP3SmtBSCojq",3,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5319","T50","R_1N3PO7lyPi6VwEV",2,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5320","T50","R_Xhr5tV8m655aABb",3,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5321","T50","R_1GPpqkxMDm12F4U",5,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5322","T50","R_2XcEvQo5Bw2Vcz1",4,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5323","T50","R_2PuM0ufzfL0uQxH",4,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5324","T50","R_1OTSe2FuDeOpeA8",5,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5325","T50","R_6gmp9Qqb94iPNkd",5,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5326","T50","R_2YkYvuIUI5BnXio",3,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5327","T50","R_1eIuQSgqaVr1ZFY",5,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5328","T50","R_3fisFoqgHkFCSHQ",3,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5329","T50","R_2781xRZfKHluRCu",5,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5330","T50","R_2yjAbTEpQl8LIQo",3,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5331","T50","R_3yMMYyPJdfJdQdP",4,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5332","T50","R_3DhGGGKIyYPjG8V",4,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5333","T50","R_12mp6S4h3SZexzU",4,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5334","T50","R_2PhuZbqTXFoTqIC",5,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5335","T50","R_BzkIf5pVtArMWtj",4,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5336","T50","R_2cbK3G7zqIDhx2h",3,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5337","T50","R_2TB2ulGouUV5uL1",4,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5338","T50","R_u9rShamwI1JsTIt",4,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5339","T50","R_2dAwgPRP46ZPxcl",5,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5340","T50","R_2zpS4S5Gs4oLwDN",1,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5341","T50","R_22mMyIFA5z09VYy",3,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5342","T50","R_3flsbM0Dl4xOMll",4,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5343","T50","R_3jRMW4qALv4vi49",3,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5344","T50","R_1oF12A6DySGqxo5",5,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5345","T50","R_SNKRKqzDAv3LW0N",4,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5346","T50","R_1jNtRvpgBQubjCJ",3,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5347","T50","R_3lDfCpILnQRdqBN",5,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5348","T50","R_1AFANg5cv6wTEv7",4,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5349","T50","R_3M6vxPBL0x8S5qY",1,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5350","T50","R_31SEHQqyHokLnTG",4,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5351","T50","R_20O3A8kFkNb3bVA",5,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5352","T50","R_1l0EPwUcuE4hC5g",4,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5353","T50","R_ptwBNm9ps9jd05j",1,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5354","T50","R_3huOGXKnaRDheLQ",5,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5355","T50","R_2uX3ZRIFpYa0AKe",5,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5356","T50","R_3nOvfd7mVurdBKq",2,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5357","T50","R_1pQgSkuY82HHqap",4,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5358","T50","R_BSppXBtWOu5Yzjr",4,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5359","T50","R_SOcEyITioN71NGV",5,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5360","T50","R_2ziiBCfiqkBch82",4,"If you get hurt, do you cry?","personal, subjective","biological","experience"
"5361","T51","R_W7NoI0G4VcKC9wt",3,"What is love?","factual","",""
"5362","T51","R_1N3PO7lyPi6VwEV",3,"What is love?","factual","",""
"5363","T51","R_2YQeP3SmtBSCojq",5,"What is love?","factual","",""
"5364","T51","R_zUXMTON41mdkOwV",5,"What is love?","factual","",""
"5365","T51","R_BzkIf5pVtArMWtj",5,"What is love?","factual","",""
"5366","T51","R_SNKRKqzDAv3LW0N",4,"What is love?","factual","",""
"5367","T51","R_z7HulYWuj4HV2Gl",4,"What is love?","factual","",""
"5368","T51","R_PLFCD2yNEZfGU4p",4,"What is love?","factual","",""
"5369","T51","R_3hDPucjnOFY33hO",3,"What is love?","factual","",""
"5370","T51","R_3qxn8xR1Afcmhdl",2,"What is love?","factual","",""
"5371","T51","R_3DhGGGKIyYPjG8V",4,"What is love?","factual","",""
"5372","T51","R_5yGFJZfTzM3YXZL",4,"What is love?","factual","",""
"5373","T51","R_2XcEvQo5Bw2Vcz1",4,"What is love?","factual","",""
"5374","T51","R_2uX3ZRIFpYa0AKe",2,"What is love?","factual","",""
"5375","T51","R_WiBx0n6WhhRhg1b",3,"What is love?","factual","",""
"5376","T51","R_26fEQdd0g3Q97B9",3,"What is love?","factual","",""
"5377","T51","R_1Q0feh3Wshmoi8k",3,"What is love?","factual","",""
"5378","T51","R_1rjoAPb95f47YTd",2,"What is love?","factual","",""
"5379","T51","R_2awOqk1uEwyt15M",4,"What is love?","factual","",""
"5380","T51","R_1gO9i2zPFLVD2R8",4,"What is love?","factual","",""
"5381","T51","R_2YWfNKZgA8Fzn0g",3,"What is love?","factual","",""
"5382","T51","R_1luTk3zsH1hQQVd",5,"What is love?","factual","",""
"5383","T51","R_cIMYJw66MddgiLn",3,"What is love?","factual","",""
"5384","T51","R_2EmLlxCDhAKuksN",5,"What is love?","factual","",""
"5385","T51","R_308ijj1bgOMYVtL",4,"What is love?","factual","",""
"5386","T51","R_1PYk9emPRdtANt0",3,"What is love?","factual","",""
"5387","T51","R_2azWm36oYoZjx3b",5,"What is love?","factual","",""
"5388","T51","R_2QEWpGa4Bxglp4g",3,"What is love?","factual","",""
"5389","T51","R_2781xRZfKHluRCu",3,"What is love?","factual","",""
"5390","T51","R_1kFWpCKhV4KARvH",4,"What is love?","factual","",""
"5391","T51","R_2TB2ulGouUV5uL1",3,"What is love?","factual","",""
"5392","T51","R_2rxt26YhVlGhJ54",4,"What is love?","factual","",""
"5393","T51","R_3lUfComlglBDYeB",3,"What is love?","factual","",""
"5394","T51","R_1ilM1COqWkkkYDZ",3,"What is love?","factual","",""
"5395","T51","R_20O3A8kFkNb3bVA",4,"What is love?","factual","",""
"5396","T51","R_2e9COGchSBtvLyf",1,"What is love?","factual","",""
"5397","T51","R_D1NHm9klMLca6lP",4,"What is love?","factual","",""
"5398","T51","R_3OkVtRCmCnLJmMM",1,"What is love?","factual","",""
"5399","T51","R_0NGxUayYNMfjnXP",4,"What is love?","factual","",""
"5400","T51","R_1LAoYkk3oP5GLsn",2,"What is love?","factual","",""
"5401","T51","R_10HO7YizCeDEi8A",3,"What is love?","factual","",""
"5402","T51","R_3MlZQMugA5WIn7d",2,"What is love?","factual","",""
"5403","T51","R_6Klo3Oi9nuuj8mR",5,"What is love?","factual","",""
"5404","T51","R_4SbOVzcJONhgAil",3,"What is love?","factual","",""
"5405","T51","R_3lRMfxOLA0HOgPL",1,"What is love?","factual","",""
"5406","T51","R_Z3nFLEeasu4BcRj",2,"What is love?","factual","",""
"5407","T51","R_29aGqCfre2qTWYv",3,"What is love?","factual","",""
"5408","T51","R_ptwBNm9ps9jd05j",4,"What is love?","factual","",""
"5409","T52","R_10GyxOQlIJZyVrx",5,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5410","T52","R_20O3A8kFkNb3bVA",3,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5411","T52","R_1eysoHRuyLuTyOC",4,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5412","T52","R_3g1Mj3FXywjcYyy",4,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5413","T52","R_1eJBpPmNWmSVbMv",5,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5414","T52","R_26aRI7kNdJOG3i8",4,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5415","T52","R_2S0jYQ0uQXgycx5",5,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5416","T52","R_1Frp4z9j3uJPGbB",3,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5417","T52","R_aXWLzZHTkkoFCnf",2,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5418","T52","R_3fNo0khs0Ts9jcV",4,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5419","T52","R_cIMYJw66MddgiLn",4,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5420","T52","R_1eLRPGTk1skHNAj",4,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5421","T52","R_u9rShamwI1JsTIt",3,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5422","T52","R_12McAyvfNJTJ5NS",2,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5423","T52","R_3G2s4eYdeRsTPDK",2,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5424","T52","R_2y7WDCgZ8dYCZyQ",5,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5425","T52","R_2ylvDIE0hAqswOI",4,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5426","T52","R_2ziiBCfiqkBch82",3,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5427","T52","R_2dSlP0571acTI6E",4,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5428","T52","R_3lPT46H5l1uPrYp",1,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5429","T52","R_3huw3vRprW9b1EO",5,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5430","T52","R_1163gL73ZZlkYaI",3,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5431","T52","R_1ruYV1kIoaq8xD0",3,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5432","T52","R_bfR0tnjBHhGmKUp",4,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5433","T52","R_2awOqk1uEwyt15M",3,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5434","T52","R_9SmiCPUW3UiMrM5",3,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5435","T52","R_2Xpp5fSMo806bep",4,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5436","T52","R_sbPxBdFNjG64ic1",5,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5437","T52","R_3qVVgXjkZbLOezA",5,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5438","T52","R_Xhr5tV8m655aABb",2,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5439","T52","R_1Q0feh3Wshmoi8k",3,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5440","T52","R_SCtypf44QnMQB1v",4,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5441","T52","R_77NvZNu9KQLykbn",5,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5442","T52","R_10JKS9ppBd52ilu",2,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5443","T52","R_1DHHPJyhapUk4kI",3,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5444","T52","R_1eEuug7ktUk0JuP",3,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5445","T52","R_1pQgSkuY82HHqap",3,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5446","T52","R_R8CytimDtchvXhf",4,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5447","T52","R_2TB2ulGouUV5uL1",2,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5448","T52","R_1GJV1lOIGeWDEzL",4,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5449","T52","R_1j96E5Y80v7H9Zt",4,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5450","T52","R_XB5nnPC0jjuCEEh",5,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5451","T52","R_3NWkm9CqFtF0BoU",4,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5452","T52","R_2qgVeaAR8SI9eGn",3,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5453","T52","R_BSppXBtWOu5Yzjr",3,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5454","T52","R_1eIuQSgqaVr1ZFY",3,"What is the most important thing when working with other people?","personal, subjective","social","agency"
"5455","T53","R_2qguVMuZV4zI5JR",3,"Is it OK to kill others?","personal, subjective","social","agency"
"5456","T53","R_1eLRPGTk1skHNAj",3,"Is it OK to kill others?","personal, subjective","social","agency"
"5457","T53","R_2cbK3G7zqIDhx2h",1,"Is it OK to kill others?","personal, subjective","social","agency"
"5458","T53","R_sbPxBdFNjG64ic1",4,"Is it OK to kill others?","personal, subjective","social","agency"
"5459","T53","R_R8CytimDtchvXhf",2,"Is it OK to kill others?","personal, subjective","social","agency"
"5460","T53","R_vi65vihyEEXZYQx",2,"Is it OK to kill others?","personal, subjective","social","agency"
"5461","T53","R_Dq9XCEClC3WL1zH",2,"Is it OK to kill others?","personal, subjective","social","agency"
"5462","T53","R_6ePNDHr5zptKRBD",2,"Is it OK to kill others?","personal, subjective","social","agency"
"5463","T53","R_2ziiBCfiqkBch82",3,"Is it OK to kill others?","personal, subjective","social","agency"
"5464","T53","R_3G2s4eYdeRsTPDK",3,"Is it OK to kill others?","personal, subjective","social","agency"
"5465","T53","R_cIMYJw66MddgiLn",2,"Is it OK to kill others?","personal, subjective","social","agency"
"5466","T53","R_2TER8RlMF5ZK1nl",5,"Is it OK to kill others?","personal, subjective","social","agency"
"5467","T53","R_2azWm36oYoZjx3b",3,"Is it OK to kill others?","personal, subjective","social","agency"
"5468","T53","R_2dAwgPRP46ZPxcl",5,"Is it OK to kill others?","personal, subjective","social","agency"
"5469","T53","R_2CgorJlHIgHQkEY",5,"Is it OK to kill others?","personal, subjective","social","agency"
"5470","T53","R_1onBPsq4qLaaI0r",2,"Is it OK to kill others?","personal, subjective","social","agency"
"5471","T53","R_2qDGjX4v859aCE9",5,"Is it OK to kill others?","personal, subjective","social","agency"
"5472","T53","R_2qgVeaAR8SI9eGn",3,"Is it OK to kill others?","personal, subjective","social","agency"
"5473","T53","R_2PuM0ufzfL0uQxH",4,"Is it OK to kill others?","personal, subjective","social","agency"
"5474","T53","R_2Xp17x5Iq8BktTf",3,"Is it OK to kill others?","personal, subjective","social","agency"
"5475","T53","R_Z8LpaqTUbglo6kN",4,"Is it OK to kill others?","personal, subjective","social","agency"
"5476","T53","R_27B8VP6eKOPLSwH",3,"Is it OK to kill others?","personal, subjective","social","agency"
"5477","T53","R_27UQPhygKAJVxrO",3,"Is it OK to kill others?","personal, subjective","social","agency"
"5478","T53","R_1n0GYuHHwZaPB51",3,"Is it OK to kill others?","personal, subjective","social","agency"
"5479","T53","R_1Frp4z9j3uJPGbB",4,"Is it OK to kill others?","personal, subjective","social","agency"
"5480","T53","R_1oF12A6DySGqxo5",5,"Is it OK to kill others?","personal, subjective","social","agency"
"5481","T53","R_1N3PO7lyPi6VwEV",1,"Is it OK to kill others?","personal, subjective","social","agency"
"5482","T53","R_6gmp9Qqb94iPNkd",5,"Is it OK to kill others?","personal, subjective","social","agency"
"5483","T53","R_2EAyzTT0tJj59bb",2,"Is it OK to kill others?","personal, subjective","social","agency"
"5484","T53","R_1ilM1COqWkkkYDZ",3,"Is it OK to kill others?","personal, subjective","social","agency"
"5485","T53","R_1DXZUpKdL9MAJZ7",3,"Is it OK to kill others?","personal, subjective","social","agency"
"5486","T53","R_22Dj5jQyX4HP2gV",3,"Is it OK to kill others?","personal, subjective","social","agency"
"5487","T53","R_1hMf5pL2nPiqvyh",4,"Is it OK to kill others?","personal, subjective","social","agency"
"5488","T53","R_5ziZYD4mLrLxK1P",1,"Is it OK to kill others?","personal, subjective","social","agency"
"5489","T53","R_1E6dnXqYUoHYVSc",1,"Is it OK to kill others?","personal, subjective","social","agency"
"5490","T53","R_12RnnMTmtdombGR",2,"Is it OK to kill others?","personal, subjective","social","agency"
"5491","T53","R_12mp6S4h3SZexzU",2,"Is it OK to kill others?","personal, subjective","social","agency"
"5492","T53","R_SOcEyITioN71NGV",4,"Is it OK to kill others?","personal, subjective","social","agency"
"5493","T53","R_2qq5diC0ir9fAQ9",5,"Is it OK to kill others?","personal, subjective","social","agency"
"5494","T53","R_3LijGFCoCw7FZRM",4,"Is it OK to kill others?","personal, subjective","social","agency"
"5495","T53","R_9SmiCPUW3UiMrM5",4,"Is it OK to kill others?","personal, subjective","social","agency"
"5496","T53","R_SCtypf44QnMQB1v",4,"Is it OK to kill others?","personal, subjective","social","agency"
"5497","T53","R_3rNZMNfHOsgRMO7",4,"Is it OK to kill others?","personal, subjective","social","agency"
"5498","T53","R_29aGqCfre2qTWYv",3,"Is it OK to kill others?","personal, subjective","social","agency"
"5499","T53","R_3fNo0khs0Ts9jcV",1,"Is it OK to kill others?","personal, subjective","social","agency"
"5500","T53","R_3huOGXKnaRDheLQ",4,"Is it OK to kill others?","personal, subjective","social","agency"
"5501","T53","R_22Gncn3kgyePtI2",2,"Is it OK to kill others?","personal, subjective","social","agency"
"5502","T53","R_2ylvDIE0hAqswOI",2,"Is it OK to kill others?","personal, subjective","social","agency"
"5503","T54","R_2TER8RlMF5ZK1nl",4,"Where did you grow up?","personal, objective","biological",""
"5504","T54","R_28IDs3AImjHDWqF",4,"Where did you grow up?","personal, objective","biological",""
"5505","T54","R_22mMyIFA5z09VYy",3,"Where did you grow up?","personal, objective","biological",""
"5506","T54","R_2awOqk1uEwyt15M",3,"Where did you grow up?","personal, objective","biological",""
"5507","T54","R_aXWLzZHTkkoFCnf",4,"Where did you grow up?","personal, objective","biological",""
"5508","T54","R_1r63sJxXauOsKna",4,"Where did you grow up?","personal, objective","biological",""
"5509","T54","R_3lUfComlglBDYeB",4,"Where did you grow up?","personal, objective","biological",""
"5510","T54","R_2Ui0qPi4gI7qS2T",5,"Where did you grow up?","personal, objective","biological",""
"5511","T54","R_3LZ0OnKZq1lACpK",4,"Where did you grow up?","personal, objective","biological",""
"5512","T54","R_2BypEVMxTaQxQpp",5,"Where did you grow up?","personal, objective","biological",""
"5513","T54","R_RaXe5LtCkZaNwel",4,"Where did you grow up?","personal, objective","biological",""
"5514","T54","R_2qgVeaAR8SI9eGn",5,"Where did you grow up?","personal, objective","biological",""
"5515","T54","R_2qq5diC0ir9fAQ9",4,"Where did you grow up?","personal, objective","biological",""
"5516","T54","R_1pQgSkuY82HHqap",3,"Where did you grow up?","personal, objective","biological",""
"5517","T54","R_AGnlAPeTk7TLjY5",4,"Where did you grow up?","personal, objective","biological",""
"5518","T54","R_2781xRZfKHluRCu",3,"Where did you grow up?","personal, objective","biological",""
"5519","T54","R_AdLirEU8pRfEaVH",4,"Where did you grow up?","personal, objective","biological",""
"5520","T54","R_12RnnMTmtdombGR",4,"Where did you grow up?","personal, objective","biological",""
"5521","T54","R_2PhuZbqTXFoTqIC",5,"Where did you grow up?","personal, objective","biological",""
"5522","T54","R_5yGFJZfTzM3YXZL",4,"Where did you grow up?","personal, objective","biological",""
"5523","T54","R_1pPVZT61nJrB2DO",4,"Where did you grow up?","personal, objective","biological",""
"5524","T54","R_3G8JdyGHJvvA7Dq",4,"Where did you grow up?","personal, objective","biological",""
"5525","T54","R_3rNZMNfHOsgRMO7",3,"Where did you grow up?","personal, objective","biological",""
"5526","T54","R_1hMf5pL2nPiqvyh",5,"Where did you grow up?","personal, objective","biological",""
"5527","T54","R_1ruYV1kIoaq8xD0",5,"Where did you grow up?","personal, objective","biological",""
"5528","T54","R_2CgryuXDa771yo4",5,"Where did you grow up?","personal, objective","biological",""
"5529","T54","R_xg5GqYm3tDgDaDL",4,"Where did you grow up?","personal, objective","biological",""
"5530","T54","R_1n0GYuHHwZaPB51",5,"Where did you grow up?","personal, objective","biological",""
"5531","T54","R_2Xp17x5Iq8BktTf",5,"Where did you grow up?","personal, objective","biological",""
"5532","T54","R_3huOGXKnaRDheLQ",2,"Where did you grow up?","personal, objective","biological",""
"5533","T54","R_3OkuhyqVyN80P8z",4,"Where did you grow up?","personal, objective","biological",""
"5534","T54","R_1gndqwgG0p2iI0M",5,"Where did you grow up?","personal, objective","biological",""
"5535","T54","R_3huw3vRprW9b1EO",2,"Where did you grow up?","personal, objective","biological",""
"5536","T54","R_SNKRKqzDAv3LW0N",4,"Where did you grow up?","personal, objective","biological",""
"5537","T54","R_BzkIf5pVtArMWtj",5,"Where did you grow up?","personal, objective","biological",""
"5538","T54","R_2XcEvQo5Bw2Vcz1",5,"Where did you grow up?","personal, objective","biological",""
"5539","T54","R_3lRlfbwqK5V7SOI",3,"Where did you grow up?","personal, objective","biological",""
"5540","T54","R_Z3nFLEeasu4BcRj",4,"Where did you grow up?","personal, objective","biological",""
"5541","T54","R_ZaCiyYTGLas41q1",5,"Where did you grow up?","personal, objective","biological",""
"5542","T54","R_3ereDkWfgysPxts",5,"Where did you grow up?","personal, objective","biological",""
"5543","T54","R_1N8sLmjrKnSORxa",4,"Where did you grow up?","personal, objective","biological",""
"5544","T54","R_12AnqUZKZZp5lEa",4,"Where did you grow up?","personal, objective","biological",""
"5545","T54","R_2AMcvEJ2QT84e0I",5,"Where did you grow up?","personal, objective","biological",""
"5546","T54","R_1eIuQSgqaVr1ZFY",5,"Where did you grow up?","personal, objective","biological",""
"5547","T54","R_1GNVqIeuldplpNz",4,"Where did you grow up?","personal, objective","biological",""
"5548","T54","R_u9rShamwI1JsTIt",5,"Where did you grow up?","personal, objective","biological",""
"5549","T54","R_2YkYvuIUI5BnXio",5,"Where did you grow up?","personal, objective","biological",""
"5550","T55","R_3hrywhdZZ20L8br",4,"What is pi plus 1?","factual","",""
"5551","T55","R_1N8sLmjrKnSORxa",5,"What is pi plus 1?","factual","",""
"5552","T55","R_XB5nnPC0jjuCEEh",4,"What is pi plus 1?","factual","",""
"5553","T55","R_26aRI7kNdJOG3i8",3,"What is pi plus 1?","factual","",""
"5554","T55","R_10GyxOQlIJZyVrx",1,"What is pi plus 1?","factual","",""
"5555","T55","R_11Yg0nKZBPoFjEv",3,"What is pi plus 1?","factual","",""
"5556","T55","R_3fisFoqgHkFCSHQ",1,"What is pi plus 1?","factual","",""
"5557","T55","R_1pPVZT61nJrB2DO",5,"What is pi plus 1?","factual","",""
